Timestamp,Questão 1 - Você trabalha como:,Questão 2 - Qual a sua idade?,Questão 3 - Quanto tempo você tem de experiência profissional?,Questão 4 - Você trabalha com?,Questão 5 - Qual o tamanho da empresa onde trabalha (ou da qual é dono)?,Questão 6 - Há quanto tempo você passou a trabalhar de forma 100% remota devido à pandemia?,"Questão 7 - Após migrar para remoto, você está agora trabalhando:",Questão 8 - Você considera que sua produtividade nesse período:,"Questão 9 - SE  considera que  sua produtividade AUMENTOU, marque os motivos (você pode marcar mais de um item):","Questão 10 - SE considera que a sua produtividade DIMINUIU, marque os motivos (você pode marcar mais de um item):",Questão 11 - Quais ferramentas de comunicação você PASSOU a usar para trabalho remoto (pode-se responder mais de uma ferramenta; mas apenas aquelas que não usava com frequência antes):,Questão 12 - Qual é o processo de desenvolvimento usado por sua empresa?,"Questão 13 - Quais as principais mudanças que ocorreram nesse processo de desenvolvimento para facilitar o trabalho remoto? (exemplo: eventos que, possivelmente, foram remodelados, como daily meetings)",Questão 13 CURADA,Q13 - Categorias,Questão 14 - Alguma prática de programação adotada na sua empresa foi afetada? (exemplo: pair programming),Questão 15 - A sua empresa recomenda que você sempre fique online durante o horário de trabalho?,Questão 16 - A sua empresa passou a adotar alguma nova política ou ferramenta para acompanhar a sua produtividade?,"Questão 16a - Se respondeu SIM à pergunta anterior, por favor explique sua resposta.",Questão 17 - A empresa forneceu o equipamento necessário para você trabalhar de casa?,"Questão 18 - Após a pandemia, se pudesse escolher, você gostaria de continuar trabalhando remotamente?","Se quiser, deixe aqui qualquer comentário ou sugestão:"
5/11/2020 09:36:44,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Continuou a mesma,,,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Não houveram grandes mudanças dado que o modelo de home-office parcial anterior já nos obrigava a fazer cerimonias por tele-chamada. Vale notar entretanto que o numero de chamadas aumentou.,Nenhuma,,"Fazemos pair programming remotamente. Além disso estamos tentando fazer a ""pausa para o café"" de forma remota também. A prática de mob programming foi suspensa pois entendemos que ela é melhor realizada com todos presentes.",Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/11/2020 09:47:40,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado, Maior conforto em casa do que no trabalho.",,"Slack, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Treinamentos de trabalho remoto,Treinamentos de trabalho remoto,Comunicação,pair programming,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/11/2020 09:49:46,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Zoom, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Nenhum. Como já havia home office parcial, já estava meio que adaptado.",Nenhuma,,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/11/2020 10:02:57,Desenvolvedor ou equivalente,menos de 30 anos,mais de 10 anos,Dono da própria empresa,Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Continuou a mesma,,,"Google Hangouts, WhatsApp, Zoom, Discord",Misto entre ágil e cascata,Ainhamentos e reuniões passaram a ser mais pontuais,Ainhamentos e reuniões passaram a ser mais pontuais,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/11/2020 10:10:37,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Google Hangouts, WhatsApp",Indefinido,comunicação mais técnica,comunicação mais técnica,Comunicação,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 10:24:12,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Melhoria na infra: maior capacidade e estabilidade da vpn,Melhoria na infra: maior capacidade e estabilidade da vpn,Infraestrutura,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 10:27:54,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","como já haviam equipes geograficamente distribuídas, nossos processos não sofreram mudanças",Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 10:37:52,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Servidor Público,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado",,"Skype, Google Hangouts, WhatsApp, Microsoft Teams, MConf da RNP","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Uso do MConf para reuniões periodicas,Uso do MConf para reuniões periodicas,Ferramenta,Não,Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",Ótima iniciativa essa pesquisa! Trabalhando em casa eu já havia pensado alguns itens elaborados aqui. Acredito que teremos uma boa mudança de cultura e política nas empresas com relação ao home office. Espero poder trabalhar de maneira hibrida futuramente.
5/11/2020 10:47:52,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho., A pessoas foram obrigadas a aprender a se comunicar de forma mais eficiente.",,"Slack, Zoom, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Pouca coisa, já tínhamos a cultura de sempre ter pessoas do time trabalhando remoto.",Nenhuma,,Não,Sim,Não,,Somente o Notebook.,"Sim, gostaria de continuar de forma totalmente remota",
5/11/2020 10:51:29,Desenvolvedor ou equivalente,menos de 30 anos,mais de 10 anos,Dono da própria empresa,Menos de 10 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Skype, Google Hangouts, WhatsApp, Zoom, whereby.com","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Separação melhor de tarefas, uso mais apurado do scrum","Separação melhor de tarefas, uso mais apurado do scrum",Metodologia,Não,Sim,Sim,Trello,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente","A equipe ficou motivada pois mudamos a remuneração, separamos as responsabilidades de atendimento em carteiras e comissionamos cada um com base em sua carteira. Gerando motivação e esforços a mais de cada um para ser satisfatório financeiramente. Assim ninguem se sentiu ""garantido de salário"" mas passou a ganhar mais."
5/11/2020 10:52:18,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.","Slack, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Discord como ferramenta de comunicação e adaptação no processo.,Nenhuma,,"Deploy devido a segurança, sendo o ip fixo do escritório o único com autorização de acesso a alguns servidores na nuvem",Sim,Sim,Apontamento de horas condizendo com o Ponto,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/11/2020 11:23:18,Cientista de Dados ou similar,menos de 30 anos,entre 2 e 5 anos,Autônomo,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Diminuiu,,"Muitas interrupções de outros membros da família (crianças, cônjuge, etc)., É mais uma questai de costume. Mas agira adotando metodos de produtividade, sinto que esta melhorando.","Slack, WhatsApp, Zoom, Discord, Whereby","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Reuniões, deploys e qualquer outra coisa que envolva mais de uma pessoa. Mas notei que ficamos mais próximos para falar do que estamos fazendo.","Reuniões, deploys e qualquer outra coisa que envolva mais de uma pessoa. Mas notei que ficamos mais próximos para falar do que estamos fazendo.",Reunião,Apresentações de evoluções semanais. Toda a semana alguém apresenta o que está produzindo.,Não,Sim,A empresa está adotando aos poucos uma ferramenta para ajudar a avaliar a produtividade dos times. Mas isso já iria ser feito antes da pandemia.,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 11:35:01,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,Autônomo,Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Tenho melhores recursos de hardware/software no trabalho do que em casa., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.","Slack, WhatsApp, Discord",Waterfall (cascata) ou equivalente,Call constante no Discord para manter a comunicação entre os membros da equipe,Call constante no Discord para manter a comunicação entre os membros da equipe,Comunicação,"Sim, Dificultou muito a testagem e identificação de erros pois era realizada em pair programming",Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 11:37:01,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,Não consigo manter o foco e me distraio com outras atividades.,Skype,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Dailies com horário fixo,Dailies com horário fixo,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 13:12:44,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Dono da própria empresa,Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",Maior dificuldade de comunicação com as pessoas.,Slack,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",daily meetings,daily meetings,Reunião,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 14:39:11,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,Dono da própria empresa,Menos de 10 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Skype, Google Hangouts, WhatsApp, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily foi levado mais a serio,Daily foi levado mais a serio,Reunião,Fase a análise com áreas de negócio,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 14:50:00,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,Zoom,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Maior número de alinhamentos por meio de calls,Maior número de alinhamentos por meio de calls,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 15:21:33,Product owner ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado, Maior conforto em casa do que no trabalho., Tenho melhores recursos de hardware/software em casa do que no trabalho.",,"Skype, Google Hangouts, WhatsApp, Zoom",Waterfall (cascata) ou equivalente,"O trabalho remoto, para uma empresa que não autoriza esse formato.","O trabalho remoto, para uma empresa que não autoriza esse formato.",Metodologia,Nem todos sabem trabalhar com a liberdade dada para entregar resultado.,Não,Não,,Não,"Sim, gostaria de continuar de forma totalmente remota",
5/11/2020 18:16:07,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",Maior dificuldade de comunicação com as pessoas.,Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",planning,planning,Reunião,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 20:52:13,Desenvolvedor ou equivalente,menos de 30 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Skype, Microsoft Teams",Waterfall (cascata) ou equivalente,".
",Nenhuma,,Sim,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/11/2020 21:21:34,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Melhorias na VPN. O restante, em geral, já era feito de maneira remota","Melhorias na VPN. O restante, em geral, já era feito de maneira remota",Infraestrutura,Não,Não,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota","A empresa já estava preparada antes da pandemia, portanto os impactos foi praticamente zero. A VPN foi posto a prova tendo algumas melhorias para escalar mais, mas já era praticado o home office e a questão apenas era a quantidade de pessoas a mais na rede. A parte que houve mudança foi no delivery do produto, que acontecia principalmente de forma presencial, mas na semana seguinte foi realizada sem problemas."
5/11/2020 23:54:19,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado, Maior conforto em casa do que no trabalho.","Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.","Slack, Zoom, Meet, Mumble","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",daily,daily,Reunião,Eventos,Sim,Não,,Não,"Sim, gostaria de continuar de forma totalmente remota","Remoto é muito melhor do que escritório, muito menos barulho e perda de tempo"
5/12/2020 09:32:30,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Google Hangouts,Waterfall (cascata) ou equivalente,Reuniões diárias para reportar as atividades e preenchimento de relatórios semanais.,Reuniões diárias para reportar as atividades e preenchimento de relatórios semanais.,Reunião,Não,Sim,Sim,Relatórios semanais utilizando documentos Google.,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/12/2020 09:43:47,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,Discord,Não há uma metodologia de desenvolvimento implantada na empresa em que trabalho,"A principal mudança foi a comunicação, na minha opinião temos nos comunicado muito mais agora que estamos distantes do que antes quando trabalhávamos lado a lado. Isso tem melhorado e muito o processo de desenvolvimento.","A principal mudança foi a comunicação, na minha opinião temos nos comunicado muito mais agora que estamos distantes do que antes quando trabalhávamos lado a lado. Isso tem melhorado e muito o processo de desenvolvimento.",Comunicação,Não,Não,Não,,"A empresa disponibilizou os equipamentos existentes para que os funcionários levassem para casa, no meu caso eu preferi utilizar os meus proprios equipamentos do que levar os da empresa embora.","Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/12/2020 09:48:12,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado",,"Skype, WhatsApp","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Acordo mais cedo para planejar a semana e tarefas.,Acordo mais cedo para planejar a semana e tarefas.,Jornada de Trabalho,Não,Sim,Não,,Sim,"Não, eu gostaria de voltar a trabalhar de forma presencial","Acho que o suporte da empresa, sofreu e muito, onde o pessoal ficou perdido ou ficava boa parte do tempo offline, gerando mais demanda para o proprio desenvolvimento, que era acionado pelos clientes."
5/12/2020 10:01:46,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Tenho melhores recursos de hardware/software em casa do que no trabalho.",,"Google Hangouts, Slack, Zoom","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Câmera abertas em reuniões,Câmera abertas em reuniões,Comunicação,Devbox,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/12/2020 10:06:58,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,Não consigo manter o foco e me distraio com outras atividades.,Zoom,Waterfall (cascata) ou equivalente,"Implantações de projetos que antes eram feitas presenciais, agora são feitas remotamente com o auxílio do zoom na comunicação.",Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/12/2020 10:17:18,Desenvolvedor ou equivalente,entre 30 e 45 anos,menos de 2 anos,Funcionário público,Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado, Maior conforto em casa do que no trabalho.",,"Google Hangouts, Webex Meet","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily meetings duas vezes por semana,Daily meetings duas vezes por semana,Reunião,Não,Sim,Sim,Passar relatório das tarefas que foram desenvolvidas no final do dia.,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/12/2020 10:27:05,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"WhatsApp, Discord",Scrum/go horse kkkk,Nenhuma,Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/12/2020 10:27:48,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Muitas interrupções de outros membros da família (crianças, cônjuge, etc).",Nenhuma das anteriores pois não mudou nada as ferramentas que eu utilizo,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Não mudou nada,Nenhuma,,Não,Sim,Não,,Sim,"Não, eu gostaria de voltar a trabalhar de forma presencial",A única diferença do trabalho presencial para o remoto foi o local de trabalho e os empecilhos que apareceram como reforma do vizinho
5/12/2020 10:30:41,CIO,menos de 30 anos,entre 5 e 10 anos,Dono da própria empresa,Menos de 10 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Skype, Google Hangouts, Slack, WhatsApp","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",daily meetings,daily meetings,Reunião,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/12/2020 10:31:36,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado, Tenho melhores recursos de hardware/software em casa do que no trabalho.",,"WhatsApp, Zoom, Microsoft Teams, Discord, Google Meet e Rocket","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Não foram feitas alterações, as reuniões continuam ocorrendo como prega o Scrum",Nenhuma,,Não,Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/12/2020 11:07:38,Gerente de Projetos,entre 46 e 60 anos,mais de 10 anos,Dono da própria empresa,Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"Slack, WhatsApp, Zoom, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Reuniões diárias e assinatura de contratos.,Reuniões diárias e assinatura de contratos.,Reunião,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/12/2020 11:26:01,Product owner ou equivalente,menos de 30 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Estratégia da empresa, não previa crises, não sabem para onde ir.","Google Hangouts, Slack, WhatsApp, Microsoft Teams","Tá um caos, mas beira ao XP, pois cada um recebe uma missão e entrega da melhor maneira.",Maior uso de ferramentas de comunicação. Reuniões de setup já existiam.,Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/12/2020 18:33:57,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Tenho melhores recursos de hardware/software no trabalho do que em casa., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.",Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily meetings acontecendo 3 vezes ao dia.,Daily meetings acontecendo 3 vezes ao dia.,Reunião,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/12/2020 19:30:56,Testador,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Tenho melhores recursos de hardware/software no trabalho do que em casa., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.",Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily meetings e maior frequencia de reunioes,Daily meetings e maior frequencia de reunioes,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/12/2020 20:04:39,Desenvolvedor ou equivalente,menos de 30 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"WhatsApp, Zoom, Discord",Waterfall (cascata) ou equivalente,Reuniões remotas,Nenhuma,,Não,Não,Sim,Relatório do que foi produzido,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/12/2020 21:56:03,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Ja usava google e zoom antes,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Ja ocorriam daily meet,Nenhuma,,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/12/2020 22:26:01,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Servidor público federal,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Maior conforto em casa do que no trabalho.",,"WhatsApp, Zoom","Não temos um processo de desenvolvimento bem definido, mas nos aproximamos mais do ágil","Incluímos reuniões diárias de 40min com a equipe do projeto e reuniões quinzenais com todos os devs e a direção de TI. (Antes não tinha periodicidade, era de acordo com a necessidade)","Incluímos reuniões diárias de 40min com a equipe do projeto e reuniões quinzenais com todos os devs e a direção de TI. (Antes não tinha periodicidade, era de acordo com a necessidade)",Reunião,Não,Não,Sim,Reuniões quinzenais com a direção,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/13/2020 0:08:59,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Servidor Público,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Continuou a mesma,"Menos interrupções ao longo do dia, Tenho melhores recursos de hardware/software em casa do que no trabalho.",,"Slack, WhatsApp, Discord, GOOGLE MEETINGS",Waterfall (cascata) ou equivalente,Divisão de tarefas e melhor gerenciamento do projeto,Divisão de tarefas e melhor gerenciamento do projeto,Metodologia,Reuniões com equipes externas (usuários) ficaram + difíceis de ajustar um horário ideal,Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
